Console,Title,Release_Date,ESRB,Publisher,Developer,Genre,UPC,PC_ID,Summary,URL
nintendo-3ds,Ever Oasis,2017-06-23,Everyone 10+,Nintendo,Unkown,RPG,045496744724,37805,Unkown,https://www.pricecharting.com/game/nintendo-3ds/ever-oasis
nintendo-3ds,F1 2011,2011-12-06,Everyone,THQ,Unkown,Sports,767649403752,32378,Unkown,https://www.pricecharting.com/game/nintendo-3ds/f1-2011
nintendo-3ds,Face Racers: Photo Finish,2011-12-06,Everyone,Majesco,Unkown,Racing,096427017158,31793,Unkown,https://www.pricecharting.com/game/nintendo-3ds/face-racers-photo-finish
nintendo-3ds,Fantasy Life,2014-10-21,Everyone 10+,Nintendo,Level 5,RPG,045496742881,35210,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fantasy-life
nintendo-3ds,Farming Simulator 14,2013-11-18,Everyone,Focus Home Interactive,Giants Software,Simulation,814290012656,34941,Unkown,https://www.pricecharting.com/game/nintendo-3ds/farming-simulator-14
nintendo-3ds,Farming Simulator 18,2017-06-06,Everyone,Maximum Games,Unkown,Simulation,854952003646,37736,Unkown,https://www.pricecharting.com/game/nintendo-3ds/farming-simulator-18
nintendo-3ds,Fast and the Furious: Showdown,2013-05-21,Teen,Activision,Unkown,Racing,047875767409,34036,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fast-and-the-furious-showdown
nintendo-3ds,FIFA 14,2013-08-24,Everyone,Electronic Arts,Unkown,Soccer,Unkown,53916,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-14
nintendo-3ds,FIFA 15: Legacy Edition,2014-09-23,Everyone,Electronic Arts,EA Canada,Soccer,014633368062,35073,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-15-legacy-edition
nintendo-3ds,FIFA Soccer 12,2011-09-27,Everyone,Electronic Arts,Unkown,Soccer,014633196306,31761,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-soccer-12
nintendo-3ds,FIFA Soccer 13,2012-09-25,Everyone,Electronic Arts,Unkown,Sports,014633197624,33119,Unkown,https://www.pricecharting.com/game/nintendo-3ds/fifa-soccer-13
